F1_in_air_time,F2_on_paper_time,F3_total_time,F4_stroke_count,duty_cycle,path_length,median_acceleration,median_speed,p95_speed,stop_ratio,straightness,dominant_angle,direction_concentration,mean_pressure,width,height,aspect_ratio,ink_density,id,user
17449,12490,29939,47,0.41718160259193693,144864.27685095847,-0.06836075694068988,5.293430661042544,14.636476037645126,0.05338299193047796,0.21692026381485652,-86.22141408145015,36.66949129137043,445.0,2311,31423,0.07354485567896127,0.002367274854736342,v00058s00001_hw00007,
8817,13763,22580,50,0.6095217006200178,155462.9075074797,-0.07910362356637335,7.571428571428571,14.625468739696046,0.025611838360842343,0.2134931011619757,-71.98558223691856,54.836105955779146,488.6917542888766,1883,33310,0.05652957069948964,0.0027997331732286593,v00059s00001_hw00007,
16690,14908,31598,59,0.47180201278561934,166130.32595061674,-0.04805217589671784,6.700046641628698,12.529514178083794,0.04769392033542977,0.2025704841241597,-60.423376537892,40.52427969360288,379.8057956278597,2285,33723,0.06775791003172908,0.00254309428374003,v00060s00001_hw00007,
13243,13837,27080,55,0.5109675036927622,165777.66061870434,-0.08928571428571436,6.872007697603253,13.815531227237514,0.04810413129598189,0.1958336003152751,-33.04898292775087,26.002839156811874,580.0093304061471,1881,32475,0.05792147806004619,0.0031491351798402663,v00061s00001_hw00007,
16004,14866,30870,55,0.4815678652413346,175424.143898864,-0.04593397351901518,6.453436517092653,12.610139769249189,0.03466386554621849,0.19054876181047492,-25.609151480611693,56.11598053081191,370.6809596733027,2111,33425,0.0631563201196709,0.004538808819778827,v00062s00001_hw00007,
12440,13845,26285,52,0.5267262697355907,185802.7683760688,-0.16418216538672192,7.850159234053791,14.285714285714285,0.02133632790567097,0.1854870852748855,-41.123523094534725,23.793225143136237,357.09438079650846,2384,34464,0.06917363045496751,0.003100630245874791,v00063s00001_hw00007,
19220,16848,36068,42,0.46711766662969945,148760.19974082723,-0.029809069377819852,4.857142857142857,10.572393646188821,0.045081967213114756,0.21296097209172468,-78.70353175379181,42.90609422630911,327.3865058087578,1986,32090,0.06188843876597071,0.0029120036725498004,v00064s00001_hw00007,
10023,14672,24695,37,0.5941283660660053,159870.42734592652,-0.1304455658035189,6.428025747331325,17.19277175345741,0.040229885057471264,0.20429277075136912,-64.12750592650009,62.349653259572754,508.47411583803176,2574,32703,0.07870837537840565,0.0023564535120983564,v00065s00001_hw00007,
33169,26350,59519,51,0.4427157714343319,339851.92902340164,0.0,5.5803785713874285,14.107591931260107,0.16642505073934474,0.07067268649007678,-26.07785599196894,94.47060494236828,578.6948571428571,4495,30760,0.14613133940182055,0.0032470131997517507,v00066s00001_hw00007,
11795,15756,27551,32,0.5718848680628652,159439.3853570409,0.0,5.592520535098756,19.49769237346017,0.0892337536372454,0.18048983231340973,-57.51852560547574,74.65826293930617,228.99188156638013,3108,28777,0.10800291899781075,0.0022547114743328794,v00067s00001_hw00007,
13212,12275,25487,53,0.481618079805391,119784.13290553947,-0.05357142857142838,4.275657844121768,9.86790260513777,0.04375396322130628,0.27279402372541134,-68.61768678454285,126.05632964812494,456.3153374233129,1335,32700,0.0408256880733945,0.003728662904925053,v00068s00001_hw00007,
21501,19252,40753,47,0.472406939366427,261595.70631453462,-0.02938468374587888,5.6747797314080834,13.520694642410445,0.03952095808383234,0.018151008865579053,-14.3375921676593,1.114636666065855,292.4216300940439,4790,32602,0.14692350162566714,0.00252675156467056,v00069s00001_hw00007,
12312,13204,25516,49,0.517479228719235,161553.54317613988,-0.038753970217042966,6.872007697603253,15.343192041569536,0.04342723004694836,0.224168849990739,-72.44524501075936,88.93024448796434,344.9971477467199,2298,36207,0.06346839009031403,0.0024588075354891304,v00070s00001_hw00007,
13149,15979,29128,50,0.5485786871738534,145388.41456171242,-0.047054540011100876,4.998979383505128,13.042687984103944,0.0742526518804243,0.2305676784564536,-59.860588430341835,94.32994335331524,424.94114877589453,2376,33659,0.0705903324519445,0.0026095841808995985,v00071s00001_hw00007,
14076,14943,29019,50,0.5149384885764499,130292.8166515842,-0.029428036383209788,4.484667613511829,12.899498470031324,0.07859358841778696,0.26233459955315624,-73.92086674366452,176.1970716514864,279.5493951612903,2600,34156,0.07612132568216419,0.0018838881229687233,v00072s00001_hw00007,
13742,16036,29778,48,0.538518369265901,151064.67046431082,-0.01785714285714285,5.618051263561058,12.958331966226933,0.053339740509370494,0.21094843720813075,-54.97853405847744,76.88910245164489,544.9605448567403,2557,32029,0.07983390052764681,0.0026741982063831398,v00073s00001_hw00007,
11827,12758,24585,45,0.5189343095383364,160332.6189564707,-0.046732158938935786,5.617029500382142,15.32368522380852,0.0545785324439054,0.0896413785444712,-68.33034614898007,61.81921694440699,447.05667060212517,4666,29789,0.15663499949645843,0.0016258443203739838,v00074s00001_hw00007,
8416,19473,27889,37,0.698232277959052,198541.2416613831,-0.07244590228831319,5.375,12.357759929980968,0.05056840454723638,0.031905948918659416,-78.20933339829166,79.96337781174101,300.52318392581145,3667,34830,0.10528280218202699,0.0023636851051510137,v00075s00001_hw00007,
9660,10511,20171,36,0.5210946408209807,127794.24851968596,-0.07655624757817225,5.571428571428571,15.128200148042318,0.05371596762325239,0.23270901714609887,-62.4506018965199,55.99942741236926,440.54767025089603,3037,29761,0.1020463022075871,0.002283928308297266,v00076s00001_hw00007,
12063,16313,28376,44,0.5748872286439245,126911.27879762472,-0.0412368065843971,4.534744378223566,11.934832451313666,0.07297551789077213,0.24411697908338356,-69.3430782053108,58.23318007712299,623.6263837638377,1708,30977,0.05513768279691384,0.00273798502033792,v00077s00001_hw00007,
6002,12620,18622,43,0.6776930512297282,123586.6235370909,-0.16063036355809374,6.364762688555847,15.800787352761843,0.037966932026944275,0.26173729332416273,-78.33976755805176,126.59292466534096,639.8663484486874,2451,32334,0.07580256077194285,0.0020021110712937296,v00078s00001_hw00007,
13048,12046,25094,50,0.4800350681437794,150703.3054645074,-0.09012335977185737,5.890150893739515,12.784751863128628,0.02967741935483871,0.20366643087875927,-59.33052990331462,35.23122539286445,243.78375,2088,31006,0.06734180481197187,0.0029498285773106266,v00079s00001_hw00007,
17088,13647,30735,52,0.4440214738897023,202219.1216175726,-0.07142857142857145,7.857142857142857,17.685575555663842,0.05795454545454545,0.16292449773666917,-40.159858717209424,13.662246074851351,457.4834437086093,2666,33228,0.08023353798001685,0.0027708315157018814,v00080s00001_hw00007,
13197,15054,28251,60,0.5328660932356377,178514.55863598606,-0.049439583129464504,6.663333701361266,13.752256300931858,0.054695562435500514,0.17931226053158492,-59.62016622657646,50.9024664070802,424.86036036036035,2279,32338,0.07047436452470777,0.0028721205439926414,v00081s00001_hw00007,
16420,17137,33557,67,0.510683314956641,245042.20716394228,-0.12078303436572146,7.428571428571429,16.053860514193854,0.07152557718424626,0.03792661266102272,-45.80710178208299,188.4370940367368,354.00746924428825,3482,34207,0.10179203087087438,0.0027951241624848424,v00082s00001_hw00007,
12751,19275,32026,21,0.6018547430212952,140403.69421936132,-0.017857142857142794,4.753438937106846,11.375,0.03622047244094488,0.20649611756825836,-81.18287820169326,106.83709223569767,629.833268254588,1948,28984,0.06720949489373447,0.0029316042408206373,v00083s00001_hw00007,
11719,12122,23841,41,0.5084518266851222,187805.29884063036,-0.09807084111258835,6.846815351496938,18.172379437646015,0.033121019108280254,0.06431600411210812,-42.76226840201826,63.225958143885094,317.15456238361264,4354,30292,0.14373431929222236,0.001991492831229773,v00084s00001_hw00007,
