F1_in_air_time,F2_on_paper_time,F3_total_time,F4_stroke_count,duty_cycle,path_length,median_acceleration,median_speed,p95_speed,stop_ratio,straightness,dominant_angle,direction_concentration,mean_pressure,width,height,aspect_ratio,ink_density,id
12997,15524,28521,19,0.5443006907191192,108315.88100587098,0.0,3.087272258807117,7.890857051043315,0.1965065502183406,0.025902712654053722,-19.144402378492835,76.69648678417295,364.23278370514066,5624,5299,1.0613323268541235,0.004654991542560535,v00064s00001_hw00002
50341,45670,96011,36,0.4756746622782806,291135.4954639095,0.0,2.7180425129200643,9.291056143703722,0.27699917559769166,0.008353001598021234,8.89742803099289,391.2368053110547,516.5397296406198,6125,6245,0.9807846277021617,0.008737110970285962,v00065s00001_hw00002
23525,24834,48359,41,0.5135341921875969,450999.02867568703,-0.08928571428571441,8.73212459828649,35.01337725984348,0.11518642012731131,0.006903344171647804,12.749919193891218,27.62368240882998,277.0448484848485,7145,5943,1.2022547534915027,0.0130419205439287,v00066s00001_hw00002
28672,18758,47430,26,0.39548808770820154,170026.7444695973,0.0,2.1618208500602223,8.691182942739324,0.23012048192771084,0.022862425724154558,-40.00292524857197,77.27589566076979,316.239261340827,6748,6295,1.0719618745035742,0.0050018471407539695,v00067s00001_hw00002
22164,16288,38452,25,0.423593051076667,146393.0123391717,0.0,3.127499000799201,9.659839543180828,0.16982878297084683,0.030803562044340885,-11.877439610467615,144.61554195912717,585.8566142460685,8098,6564,1.2336989640463132,0.0033034482761234996,v00068s00001_hw00002
13232,16266,29498,16,0.5514272154044342,143813.4462206598,0.0,4.0,8.006375010972603,0.1758445164275798,0.05465827939657679,-8.993657051116092,7.580242309920064,375.2599444958372,7694,9356,0.8223599828986746,0.0030548341532695314,v00069s00001_hw00002
15994,13898,29892,25,0.4649404522949284,169626.30436544592,-0.0061382855309783935,4.449260429256411,10.747613768338987,0.14959349593495935,0.047886072632067345,-59.370490988049944,112.91073948739133,445.1029252437703,8347,6200,1.346290322580645,0.004137935330086042,v00070s00001_hw00002
44868,31939,76807,39,0.415834494251826,178197.1386027401,0.0,1.5,4.72293578709044,0.161008958038661,0.020112059255481075,-31.971293042367723,168.19939099373136,283.70681121847747,6542,5799,1.1281255388860147,0.00586155651569474,v00071s00001_hw00002
21426,27328,48754,16,0.5605283669032285,106713.4412385598,0.0,1.857142857142857,4.89064079103534,0.2092511013215859,0.031455456196015,31.258442713763205,183.92838459180183,487.6842829617396,6250,6396,0.9771732332707942,0.0032488010021048115,v00072s00001_hw00002
10159,20981,31140,15,0.6737636480411047,125866.15394947758,0.0,2.5555062599997593,9.135714285714284,0.2129795625672284,0.03530179031931462,-26.377850231982386,23.296506140420277,658.5204301075269,8386,7171,1.1694324362013666,0.002542592070916095,v00073s00001_hw00002
17322,8332,25654,19,0.32478365946830906,140850.63818857775,-0.04017422026877071,4.989785484735137,19.684668518444386,0.1339366515837104,0.026816218896100887,44.063618064155875,29.135013137645824,436.5877034358047,7646,7081,1.0797909899731677,0.003537816257169812,v00074s00001_hw00002
15870,32840,48710,25,0.6741942106343667,142988.50778446137,0.0,1.8571428571428572,5.5,0.18771487508595003,0.0466251402567386,-40.01701777647546,423.09495108924017,342.6361136571952,6908,6672,1.0353717026378897,0.0038936014785672644,v00075s00001_hw00002
25756,10104,35860,31,0.2817624093697713,204360.2129018249,0.0,3.772889085152427,17.53935772623132,0.2242152466367713,0.017832657404971648,-3.073550566233081,89.38914542492114,293.4973861090366,6831,6212,1.0996458467482293,0.006062490845215979,v00076s00001_hw00002
17735,18307,36042,28,0.5079351867265968,135183.35548104174,0.0,2.142857142857143,10.009179460344777,0.18922254216371864,0.029214919410123313,-39.86844940645951,59.06758596536276,759.6307565789474,7366,6420,1.1473520249221183,0.0035507095341129717,v00077s00001_hw00002
7942,11767,19709,14,0.5970368867015069,112428.84264680478,0.0,5.320214530278302,12.351401745900414,0.10556621880998081,0.03664524967687013,-30.839449267736146,19.779283923747098,775.0300511508951,7786,6526,1.1930738584125038,0.002780921029274035,v00078s00001_hw00002
14120,12397,26517,22,0.4675114077761436,133442.32478389324,-0.044968603062709,4.844050167823969,10.712951965879258,0.15987841945288753,0.02714740629013891,-9.297195460890723,75.58189435331455,248.20656136087484,7681,6514,1.1791525944120356,0.003549770027348187,v00079s00001_hw00002
21471,8160,29631,45,0.27538726333907054,318755.38178579265,-0.06587767331796357,9.142857142857142,42.909976571320314,0.125,0.010208639233723423,31.858237325554025,22.340503614228094,263.1766882516189,6670,6393,1.0433286407007665,0.010019519951789952,v00080s00001_hw00002
68721,51992,120713,75,0.43070754599753136,453816.5070600945,0.0,2.875,7.457361792078965,0.12781408859840232,0.011475263642132272,-24.446998186619805,221.60747653104582,316.203020621551,7639,6945,1.0999280057595393,0.010872918582917184,v00081s00001_hw00002
18212,23551,41763,27,0.5639202164595455,161475.8621193342,0.0,2.4243661069253055,8.011471367319972,0.16666666666666666,0.013627876502952293,-29.452781584314437,117.00240856517003,349.2772625519667,7532,6374,1.1816755569501098,0.004199196331016402,v00082s00001_hw00002
35174,25131,60305,27,0.41673161429400546,188325.93714846007,0.0,2.625,7.142857142857143,0.16666666666666666,0.02482834715578658,-32.088056044547194,65.3783310063428,724.7839376685646,9681,7510,1.289081225033289,0.0032225564920960368,v00083s00001_hw00002
16205,14679,30884,25,0.4752946509519492,164971.29575142515,0.0,4.410099725838037,11.523471801435974,0.19157678479712378,0.011791469292488237,-2.8301157539284514,18.65234981895916,268.9635523613963,8806,6518,1.3510279226756674,0.003629962934741694,v00084s00001_hw00002
