F1_in_air_time;F2_on_paper_time;F3_total_time;F4_stroke_count;duty_cycle;path_length;median_speed;p95_speed;stop_ratio;straightness;dominant_angle;direction_concentration;mean_pressure;width;height;aspect_ratio;ink_density;id
18236;11124;29360;29;0.37888283378746596;35557798.0;4.038.873.605.350.870;13.348.802.800.005.000;0.13634935595350298;0.00018850390846043505;-6.207.095.236.853.650;18.685.222.917.945.600;5.505.853.658.536.580;8903;10259;0.867823374597914;0.5007473123635132;v00059s00001_hw00006
14573;13819;28392;23;0.4867216117216117;18850815.0;262.797.450.520.358;8.402.830.952.988.050;0.10824742268041238;0.00020034839153128112;-3.709.604.963.896.070;6.587.734.011.794.370;3.957.991.290.146.970;4126;5341;0.7725145103913125;10.874.313.855.414.100;v00060s00001_hw00006
30948;13091;44039;34;0.29725924748518356;75479429.0;36.505.520.969.087.500;15.929.305.877.675.600;0.14601658708218146;4,43E+10;52.596.770.104.704.600;6.160.559.384.533.850;48.170.212.765.957.400;8808;8600;1.024.186.046.511.620;1.283.811.385.896.010;v00061s00001_hw00006
17749;10921;28670;23;0.3809208231600977;7745859.0;1.625;863.320.557.256.339;0.15521472392638036;0.0004207171714906846;5.012.579.608.321.350;31.143.854.174.378.300;7.211.626.464.507.230;5029;5014;1.002.991.623.454.320;0.3823436547679;v00062s00001_hw00006
8766;13334;22100;18;0.6033484162895928;11560955.0;51.478.150.704.935;13.295.540.772.434.500;0.12532833020637899;0.00032226400583142324;8.523.688.695.486.590;41.420.344.877.180.600;7.901.731.528.482.790;8310;9395;0.8845130388504524;0.19470375924975936;v00063s00001_hw00006
25152;9864;35016;23;0.28169979437971215;12307913.0;23.035.022.137.995.800;12.436.777.437.453.800;0.12546625974906747;0.0003605867553697017;-5.818.185.995.783.070;3.687.739.205.868.780;33.741.603.053.435.100;7024;7976;0.880641925777332;0.2743125905889301;v00064s00001_hw00006
45943;12652;58595;30;0.21592286031231334;42061794.0;26.721.947.908.039.900;17.258.927.342.338.700;0.3054070112893642;9,50E+10;-62.333.948.289.470.900;2.945.496.331.558.280;4.635.505.685.218.430;6036;7145;0.8447865640307908;12.695.876.783.893.000;v00065s00001_hw00006
38953;15995;54948;29;0.29109339739389967;55618362.0;28.114.925.018.611.300;128.674.550.086.809;0.14186193793540217;1,10E+11;-10.268.418.723.021.500;6.500.047.186.849.130;5.046.771.764.705.880;7177;6518;11.011.046.333.231.000;14.754.877.576.406.200;v00066s00001_hw00006
26782;16766;43548;28;0.3850004592633416;71698520.0;28.066.975.291.983.500;10.716.188.786.072.000;0.15573931876353614;6,59E+10;7.954.375.099.795.610;2.560.599.265.158.690;41.740.098.787.606.600;6469;7138;0.9062762678621462;19.072.046.007.938.200;v00067s00001_hw00006
83909;35564;119473;44;0.2976739514367263;42930640.0;2.142.857.142.857.140;1.086.076.214.256.090;0.17350223237462362;9,53E+10;10.331.223.520.333.700;17.400.458.424.939.800;6.601.483.911.939.030;7212;7130;1.011.500.701.262.270;10.579.919.944.001.400;v00068s00001_hw00006
17717;9302;27019;24;0.3442762500462637;13632285.0;2.748.956.004.405.090;101.942.329.533.457;0.1251638269986894;0.00022574249776381584;2.117.882.867.297.760;4.658.860.495.149.250;38.136.275.303.643.700;5544;6093;0.9098966026587888;0.5207192918931006;v00069s00001_hw00006
20223;13836;34059;31;0.4062362371179424;9919940.0;223.606.797.749.979;1.056.969.088.166.220;0.2030295626679697;0.0002940323388627727;4.143.331.808.544.660;3.672.650.487.209.280;456.892.274.211.099;6366;6507;0.9783310281235592;0.30087062689519134;v00070s00001_hw00006
22437;8960;31397;28;0.28537758384559037;97144506.0;4.543.195.461.346.560;19.133.281.073.548.700;0.10637054354178843;4,32E+11;1.605.318.690.458.910;5.564.960.461.182.680;48.962.068.965.517.200;9494;9001;10.547.716.920.342.100;14.904.711.506.139.000;v00071s00001_hw00006
40328;37234;77562;46;0.4800546659446636;130231883.0;14.577.379.737.113.200;7.336.564.268.199.190;0.15295048609541034;1,69E+10;-13.603.615.971.435.200;42.048.393.266.515.400;25.489.349.232.012.900;6101;6292;0.9696439923712651;4.242.896.911.557.460;v00072s00001_hw00006
110005;10603;120608;29;0.08791290793313876;247292039.0;0.9035079029052512;13.635.215.309.952.100;0.24714038128249566;3,08E+10;-1.836.784.775.665.760;2.221.351.020.162.290;23.513.238.434.163.700;9124;9940;0.917907444668008;35.337.133.428.759.000;v00073s00001_hw00006
15639;14424;30063;22;0.47979243588464227;70168378.0;22.857.142.857.142.800;8.956.465.209.032.120;0.13469985358711567;5,75E+10;-34.890.469.198.306.800;5.479.844.386.430.030;31.490.966.057.441.200;5766;7451;0.7738558582740572;20.640.308.527.533.000;v00074s00001_hw00006
16298;13527;29825;24;0.45354568315171834;5656826.0;25.753.937.681.885.600;9.098.912.784.213.990;0.16196355085243974;0.000669409096191693;-2.341.248.052.877.030;8.696.406.613.858.800;6.067.100.723.427.930;5779;5242;1.102.441.816.100.720;0.23631058741592587;v00075s00001_hw00006
11544;12547;24091;21;0.5208169025777262;8932996.0;32.596.012.026.013.200;9.872.346.643.090.290;0.19471624266144813;0.0003444844280675011;17.128.696.581.487.200;18.427.436.324.144.900;6.798.219.424.460.430;7302;7535;0.9690776376907764;0.20514070246082255;v00076s00001_hw00006
12081;9615;21696;24;0.44316924778761063;27999212.0;3.142.857.142.857.140;11.155.813.216.049.200;0.11197703035274816;0.0001864495952157786;3.938.699.966.347.850;11.524.125.428.708.600;471.044.670.846.395;6858;7583;0.9043914018198602;0.6717992776178997;v00077s00001_hw00006
24669;11080;35749;23;0.3099387395451621;40688158.0;48.250.647.664.046.900;1.846.909.476.777;0.09111181905065308;0.00014327266513917318;4.862.881.657.625.420;6.189.612.997.963.520;50.220.516.304.347.800;9848;9802;10.046.929.198.122.800;0.5330490887529902;v00078s00001_hw00006
11798;9306;21104;25;0.440959059893859;47522240.0;30.026.030.373.660.700;13.437.063.351.913.700;0.13188580619219945;8,34E+10;-8.257.385.752.843.660;10.383.761.949.155.000;566.995.145.631.068;5622;5465;10.287.282.708.142.700;1.923.535.576.698.020;v00079s00001_hw00006
14408;9654;24062;26;0.4012135317097498;64467841.0;4.0;14.179.851.737.645.200;0.09985422740524781;7,73E+10;4.847.709.303.631.960;5.865.686.564.941.500;44.773.770.491.803.200;6660;6551;10.166.386.811.173.800;17.562.536.827.362.700;v00080s00001_hw00006
9904;10803;20707;22;0.5217076350992418;9481160.0;4.444.040.327.698.790;1.300.047.078.712.110;0.11239669421487604;0.0005443735845655594;-3.705.443.953.835.770;240.401.275.429.222;50.278.551.532.033.400;7566;7384;10.246.478.873.239.400;0.22195194581514277;v00081s00001_hw00006
20215;11471;31686;23;0.3620210818658082;36984827.0;2.125;9.464.324.126.061.330;0.15753012048192772;8,09E+09;-3.260.251.984.758.120;6.694.605.712.073.490;5.292.271.831.910.700;4918;4886;10.065.493.246.009.000;18.589.327.097.892.100;v00082s00001_hw00006
13384;7837;21221;23;0.36930399132934355;45455619.0;4.360.690.885.628.100;17.529.328.096.481.500;0.10972346119536129;7,40E+10;30.023.438.614.254.000;749.898.005.522.533;28.580.211.335.254.500;7320;7745;0.9451258876694641;10.214.406.012.851.600;v00083s00001_hw00006
23005;14391;37396;40;0.38482725425179165;8563682.0;19.039.432.764.659.700;6.75;0.11750599520383694;0.0003255211894332203;5.240.225.357.194.390;13.035.766.488.741.600;480.101.517.530.089;4082;4500;0.9071111111111111;0.6024376980735205;v00084s00001_hw00006
98064;17537;115601;65;0.15170283994083097;27569588.0;18.294.640.678.379.500;9.927.735.695.200.460;0.1366542609027579;0.00010944498498592028;10.900.263.786.657.000;14.858.052.301.341.100;5.228.369.191.049.910;6047;5235;11.551.098.376.313.200;11.020.308.769.922.400;v00085s00001_hw00006
19925;23323;43248;24;0.5392850536440992;14213154.0;201.032.999.336.719;7.606.507.545.226.440;0.13045186640471512;0.00025653142702881606;0.5955978310734611;6.028.636.174.319.070;3.379.961.277.831.550;5174;5256;0.9843987823439878;0.6341390287351142;v00086s00001_hw00006
53931;27362;81293;35;0.3365849458132927;136952001.0;15.971.914.124.998.400;1.004.987.562.112.080;0.1860384748300887;3,29E+11;192.418.411.404.062;21.287.732.615.384.800;3.962.507.569.501.780;6824;6648;102.647.412.755.716;3.722.670.584.469.900;v00087s00001_hw00006
38813;18593;57406;30;0.3238860049472181;6875079.0;1.375;9.688.667.371.893.470;0.1967238935265396;0.0004990944244946913;-0.7806980779743408;17.787.195.953.647.200;6.873.386.308.068.450;5447;5772;0.9436936936936937;0.2750828404955779;v00088s00001_hw00006
14374;14807;29181;26;0.5074192111305301;45457514.0;3.625;10.633.325.031.786.500;0.14329548941393067;5,58E+10;1.743.864.174.644.290;3.467.632.843.624.010;5.416.990.340.620.230;5747;6141;0.93584106822993;15.504.347.935.230.400;v00089s00001_hw00006
